app_name,app_id,review_id,user_name,review_text,rating,review_date,thumbs_up_count,matched_keywords
GoBiz / GoFood Merchant,com.gojek.resto,d4e876e3-2732-4070-8818-4acc3390c5cf,asih hidayah,aplikasi suruh perbaharui.. saya perbaharui kenapa pencairan dana secara mandiri tidak bisa.. mana tidak bisa diklik pula gimana ini..???,3,2026-06-05 03:48:59,0,pencairan
GoBiz / GoFood Merchant,com.gojek.resto,bdb2189a-2a7a-431d-bade-ed7804a4add4,M Reza Fahlevi Dedi,Dari pertama buka usaha sampai sekarang belum ada yang order.. iklan berjalan stiap hari potongan harga promo selalu di potong.. sedangkan orderan tidak ada yang masuk..,3,2026-06-03 01:38:12,0,"order, orderan, promo"
GoBiz / GoFood Merchant,com.gojek.resto,b21ce3e9-99f4-4798-ade3-f3c9dc660ee7,Watman Bontoth20,"belum sya kasih full bintang, karna sya belum ada order masuk dari kemaren.",3,2026-06-02 22:24:58,0,order
GoBiz / GoFood Merchant,com.gojek.resto,b0b6b123-3d10-4bb4-b6b3-1431ee7237dd,Joo Saff,kenapa tombol pencairan dana saya tidak ada dan dana saya di potong terus. padahal saya tidak ikut promo apapun. mau cairin dana susah amat disini. kami butuh uang untuk keberlangsungan usaha kami. jangan di persulit.,3,2026-05-30 08:11:08,1,"promo, pencairan"
GoBiz / GoFood Merchant,com.gojek.resto,f1135e40-75cf-42f7-9756-ff1940e86e29,Anggisrswtii,"selama pemakaian bagus sih, TPI KNPA ya saya sudah upgrade lokasi resto tapi titiknya tidak berubah di drivernya",3,2026-05-18 15:39:01,1,resto
GoBiz / GoFood Merchant,com.gojek.resto,7613a0a5-87bb-4c51-a9e1-587b74828c00,Mei Mey,"tolong kenapa ini sekarang aplikasi nya gak bisa cek transaksi Qris udah masuk atau belum nya ,,",3,2026-05-14 13:44:16,0,"transaksi, qris"
GoBiz / GoFood Merchant,com.gojek.resto,86fd8837-df1e-4a25-9728-6f759cfecdb2,Citra Martabak 69,susah banget dapat dereper kalo ada orderan jadi sering batal,3,2026-05-13 17:52:30,0,orderan
GoBiz / GoFood Merchant,com.gojek.resto,a82cd74e-4723-47ca-8d61-9795dd265335,sari vr,"suruh update mulu tp msh sama ,gede in apk doang,byk pajaknya ,kata bantu umkm, jualan,nya sepi pajak bererot,potongan gede,suruh iklan suruh diskon , ini bukan bantu tp mencekik",3,2026-05-13 08:26:26,3,diskon
GoBiz / GoFood Merchant,com.gojek.resto,4354952a-1709-4bad-9a11-a03a6234beb3,Putra Tunggal,"sering batal,kompensasi kadang. ggak di bayar,promo terpasang sendiri",3,2026-05-13 06:45:11,0,promo
GoBiz / GoFood Merchant,com.gojek.resto,a70ad396-89b1-4fba-8bd0-cd2cce945b63,Nur Fazri,"aplikasi nya lemot banget sering loading terus, orderan juga ga masuk masuk sampai penasaran saya buat diskon 99% (Gratis) dagangan saya ga ada juga orderan masuk, setting setting rumit banyak banget syaratnya. beda banget sama aplikasi sebelah pokoknya.",3,2026-05-12 14:53:49,5,"orderan, orderan masuk, diskon"
GoBiz / GoFood Merchant,com.gojek.resto,18f59ba6-8aa3-4f3d-acfd-34948c980062,Hendra Jamal,"gimana ini gofood? saya pake bca, di tgl 10mei2026 bca sdg perbaikan dr jam 00.00 sd 05.00, uang gofood tgl 09mei tidak terkirim ke bca, statusnya masih on prosses terus sampai skrg, sedangnya dr aplikasi sebelah yg statusnya gagal terkirim saja sudah terkirim ditgl 10mei sekitar jam 8pagi, uangnya itu untuk perputaran modal, tolong jgn main2 pihak gofood",3,2026-05-11 13:54:29,2,gofood
GoBiz / GoFood Merchant,com.gojek.resto,4d23f4e8-7881-43af-a923-08fa1290cb21,ouca prabowo,"uang dr tgl 09mei statusnya on prosses, tidak terkirim, tolong dong dikirim uang saya, untuk perputaran modal, masa kalah jauh sm aplikasi samping yg tadinya transaksi gagal, cuma nunggu 2jam sudah berhasil",3,2026-05-11 13:54:05,0,transaksi
GoBiz / GoFood Merchant,com.gojek.resto,b157c413-4e10-4215-83de-2ede860f6258,Nevy Sari,sy sdh buat laporan lewat email. dan sdh dikasih nomer tiket di srh cek. di menu laporan. sy. tp. kendala. nya di menu laporan. sy nomer tiket. sy tdk. muncul trus gimana sy bisa cek. status laporan sy.. tlg segera direspon,3,2026-05-10 22:38:27,0,menu
GoBiz / GoFood Merchant,com.gojek.resto,ceb9ad23-b931-47d8-a497-0987ce002347,Kangen Kamu,orderan d gojek nhe g ada parah x pdhl promo.udh besar bngtz,3,2026-05-07 22:07:00,0,"orderan, promo"
GoBiz / GoFood Merchant,com.gojek.resto,4a4982f1-2b0d-4969-94c0-ffdc9b3315f6,Raden Roro Diningrat,"Ribet ah, masalah foto Toko / kedai nya, salah terus atau gak diterima terus, bosen gantinya",3,2026-05-07 10:47:49,0,kedai
GoBiz / GoFood Merchant,com.gojek.resto,38fa53d8-a14b-490c-b8b4-f63aef4fb719,Fatih Arkananta,"tolong lebih adil kepada kami pihak merchant,sudah punya rating bagus dan berusaha mempertahankan nya hanya dengan satu orang konsumen yang memberikan bintang 1,2,3 seketika rating tinggi yg telah diberikan banyak konsumen bisa jatuh..nanti kalau resto yg jelek kn orderan jadi sepi,aplikasi juga yg kehilangan komisi..please kita sama sama saling menguntungkan donk,jgn mau untung sendri..kami UMKM yg banyak rugi nya,sudah lah harus memutar otak menyesuaikan harga yg serba mahal skrg ini",3,2026-05-05 10:08:52,0,"resto, merchant, orderan, komisi"
GoBiz / GoFood Merchant,com.gojek.resto,cc66d83f-d058-4134-aa02-820ff1fe3c84,Cemot Casmad,"tambah susah dapet driver, padahal banyak yg terdekat yg aktif, jdi banyakan yg batal pesanannya",3,2026-05-04 10:37:36,77,driver
GoBiz / GoFood Merchant,com.gojek.resto,9fe94e4e-a80b-4c29-80df-3e79c829afc4,Nurfadilah Dilaaa,"sejauh pake gobiz ada baik dan buruk nyaa, kalo lagi musim ujan sinyal nya jelek banget sering banget dapat orderan yg gaada notifikasi nya jadi driver sudah datang baru ada notif dan lagi kadang saya sudah stop persediaan dagangan malah tetep ada yg bisa order aneh banget, tapi Overall dari pada itu baik🙏",3,2026-05-03 22:54:53,3,"order, orderan, driver"
GoBiz / GoFood Merchant,com.gojek.resto,0b5eb60c-e0a3-4cc2-bdab-120a92709446,Fatiha Syifa utami,"ga adil nih ngasih nilai""a gobiz k resto kadang2 driver blm sampe, di aplikasi keterangannya driver sudah tiba,padahal kenyataannya blm sampe resto drivernya, tapi malah pesanan sudah kami siapkan... gmn tuh cara'a biar bisa k detect yg bener driver sudah sampai resto atau belum?tolong diperbaiki sistem,..",3,2026-04-23 05:04:52,10,"resto, pesanan, driver"
GoBiz / GoFood Merchant,com.gojek.resto,fc3b8ce6-f9df-4a2a-b0b0-cbbb1a614afb,Lasira Poris,"Makin Parah Fitur Ganti menu hilang ,Fitur telpon konsumen tidak ada",3,2026-04-22 17:25:14,0,menu
GoBiz / GoFood Merchant,com.gojek.resto,e8b59ba2-343c-47f2-affb-3ce97c13dc5d,Seafood 08 Vian Jaya,"Gofood merchant sekarang meminta verifikasi muka, tapi device yang saya gunakan tidak mempunyai kamera alhasil tidak bisa login ke akun merchant.. tolong bantuannya",3,2026-04-19 18:37:54,0,"gofood, merchant"
GoBiz / GoFood Merchant,com.gojek.resto,c78467e3-9867-427a-955f-1ac1fc3e6021,Dicky Irawan,saya daftar rekening nya ko nggak ada seabank min. yg lain ada semua . mohon untuk masukin sebank biar saya bisa daftar gofood soal nya nggak ada rekening lain . kalau e wallet saya ada dana ovo tapi apakah bisa pake e wallet,3,2026-04-17 19:03:09,0,gofood
GoBiz / GoFood Merchant,com.gojek.resto,3ad0a819-4e3f-471e-acf2-4c7703a53453,Fadil Lah,kalow ada yg beli dapet driver ya lama makanan keburu dingin,3,2026-04-15 14:53:27,1,"makanan, driver"
GoBiz / GoFood Merchant,com.gojek.resto,cef3782b-d738-42cf-ad21-da2ff7c05ac8,Ratno wahyu prasetyo,tolong dong untuk pencairan nya kenapa lambat masuk,3,2026-04-13 12:59:40,1,pencairan
GoBiz / GoFood Merchant,com.gojek.resto,92b4d53b-5eaa-4653-a840-ed5eccf8374a,CATUR SETYO HADI SUSANTO HADI SUSANTO,"Mulai buka belum ada Order yang masuk. saya Ingin ada orang Gofood memberikan penyuluhan, tentang penggunaan Aplikasi Merchant",3,2026-03-31 19:29:08,0,"gofood, merchant, order"
