app_name,app_id,review_id,user_name,review_text,rating,review_date,thumbs_up_count,matched_keywords
Klik Indomaret,com.indomaret.klikindomaret,5f0f734d-281f-4868-bbbb-d4303fe9d0b6,Agnes Lasmaria Angelia,"beli yummy choice nasi daun ayam geprek ada benda asing gatau apaan. keras. ada bukti fotonya. tolong lebih hati2 menangani makanan. ew. btw beli di toko offline, komen lwt apk aja ya. selain itu sempet kendala pengiriman tp karna saya cukup argumen ada solusi yg ktmulah edit: klo bisa kyk app sebelah ada pilihan nominal bayar jd bisa diprepare buat bw kembalian. tks",3,2026-06-04 18:12:27,4,"ayam, makanan"
Klik Indomaret,com.indomaret.klikindomaret,e1c313f3-922b-4f6c-811a-35755f83f1ce,Hendra Pardede,"Setiap update minta masuk lagi ke akun, dan makan waktu. Pas giliran mau bayar di kasir rupanya minta update dan masuk akun lagi yg makan waktu cukup lama-seringnya saya gak pake akun. Sudah gitu harus pakai barcode yg tidak bisa diSS, jadi harus buka aplikasi. Beberapa aplikasi sudah pakai nomor HP, simpel, tidak harus buka aplikasi. Harus ada gebrakan nih indomaret.",3,2026-05-17 07:21:51,0,makan
Klik Indomaret,com.indomaret.klikindomaret,87eca19b-bfc7-4f41-a2f6-c0ee37839f74,Vima Febriani,"aplikasi ini biasanya memudahkan pelanggan untuk transaksi tanpa harus kemana². nyatanya sudah 2 kali berturut-turut di cancel by system tanpa konfirmasi ke pelanggan. padahal sangat butuh air minum isi ulang (galon), apalagi kondisi hamil dan tidak bisa beli sendiri.",3,2026-05-14 18:24:47,1,"minum, galon"
Klik Indomaret,com.indomaret.klikindomaret,0b115978-6e9b-4cb8-93d7-878e57e07f70,Dea Anisa,"bagus sih, cuman kayaknya harus ada fitur hubungi toko...masa galon udah nyampe seminggu ga restock2",3,2026-04-27 06:57:28,0,galon
Klik Indomaret,com.indomaret.klikindomaret,c410e28c-1f34-4ec0-b2e8-397255d8a5f9,Reina Cahya,gula dan minyak KL promo stok ada udah bayar tiba2 saat mau diantar kosong.. selalu begitu selalu minta pengembalian dana.. kyknya tokonya udah ada kongkalikong ma org luar kyke.. KL gini trs Indomaret bkl gulung tikar kalah ma Alfamart dan koperasi merdeka,3,2026-04-20 15:33:05,0,minyak
Klik Indomaret,com.indomaret.klikindomaret,d74746d2-30f0-4b87-a119-d806abf55685,Eti Eti,"maaf ya kasih bintang 3, aku co makanan kucing yg pertama jam 5 ktnya jam 6 dtg nya eh malah produk nya abis 3 kali aku co aku tunggu sampe jam 8 ga datang"" eh di cancel karena abis. Masukan dari aku ya kalau produk nya abis tolong kasih bacaan HABIS agar orang ga terlalu nunggu kalau ujungnya di cancel",3,2026-04-16 20:13:46,0,makanan
Klik Indomaret,com.indomaret.klikindomaret,fa66b558-ebda-4601-9ec4-26c2516b67d1,Valda Khalisha,"kadang ada bug di stok makanan. dan tolong tambahkan fitur batalkan pesanan, sayang banget kalau salah kirim tapi ga bisa di refund",3,2026-04-14 14:07:07,0,"makanan, stok makanan"
Klik Indomaret,com.indomaret.klikindomaret,efe76048-2649-441f-9d47-df8790718e05,henry land love bird,"banyak barang kosong berhari-hari,terutama air mineral galon, dan apakah kita tidak bisa memilih toko yg ready stock ? masa mau beli air harus tunggu berhari hari, aplikasi ini di buat untuk memberi kemudahan ke pelanggan kan, tolong di tambahin fitur kl ada stock kosong kita dapat store yg ready, jangan kosong² terus",3,2026-04-04 08:10:11,2,"air mineral, galon"
Klik Indomaret,com.indomaret.klikindomaret,2c4da160-afaf-4d4b-beb3-d99ab33409f0,Diz Salma,suka sm promo discountnya. tp yg bikin jengkel MINYAK PROMO NYA ABIS MULU KARYAWAN SUKA BORONG DULUAN😤😤😤😤😤😤😤😤,3,2026-03-28 21:36:38,0,minyak
Klik Indomaret,com.indomaret.klikindomaret,9e143de4-0e9b-460a-98a2-fcaca9cf0b84,Zubaidillah,"Sebelumnya aplikasi dapat digunakan dengan lancar, namun 1 bulan terakhir setiap melakukan pemilihan pembelian secara grocery selalu alamat di luar jangkauan, apakah ada opsi agar dapat kembali order dan diantar ke rumah?",3,2026-02-17 13:32:25,3,grocery
Klik Indomaret,com.indomaret.klikindomaret,281b08ce-cf0b-4f4f-b55f-ffbd0b84c0d1,Fayyadh Althaf,"min kenapa gada roko nya min, jadi percuma punya nih aplikasi, padahal niatnya mau belanja keperluan"" rumah kaya sabun, makanan dll, sekalian beli roko, ehh malah g disediain roko nya, saran gw nih tambahin roko juga min biar enak belanja dari rumah nya, g dua kali jadinya, abis belanja di apk, masih mau keluar buat beli roko",3,2026-02-09 15:55:52,0,makanan
Klik Indomaret,com.indomaret.klikindomaret,5bc6b076-76ba-4888-b2ad-400e02ccfb4a,Fahmi TauranSyah,"sempet salut kirain bener2 gratis ongkir ... laa ternyata 1 kali doank kah(?) member baru gitu? kesel lagi emang itu faktanya, dalilnya pesanan diatas 100.000 sekian baru dapet gratis ongkir ... gw yang beli galon lumaian kalo dipikul dan musti bolak-balik makanny pake aplikasi ... Sayangny, ""harapannya lohh"" dipermudah juga ... jangan harus fia aplikasi, laa kalo orang tua2 pesen gimana? Lom kalo ga pegang hp, g selamanya manusia pegang dan harus bergantung pada hp kan?",3,2026-02-06 10:54:50,0,galon
