"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewId","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","5","Lagi transit di Soetta, sebelum penerbangan kembali ke Padang beli Butterscotch. Fore memang mantul. Kesini sama Umi dan Aisyah. Ga salad mau ketemu kakak dan bang Azmi yang Idaho seminggu ga ketemu.","2026-01-24T07:13:56.514Z","0","Robby Prakoso","220","true",,,"id","4 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT2kxSU5WUkJWa05QWmtFNVdVeDBORGxMUVU5TmJHYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxSU5WUkJWa05QWmtFNVdVeDBORGxMUVU5TmJHYxAB!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CAIQACodChtycF9oOi1INVRBVkNPZkE5WUx0NDlLQU9NbGc%7C%7C?hl=id","103226105193234007737","https://lh3.googleusercontent.com/a-/ALV-UjVZyGszTgtrAkedIG2ZEfy2sQfatXVc7v-bzcjT6eftkjYVhUAE=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103226105193234007737?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","4","Buat duduk sembari nunggu flight. Oke lah. Ada smokingroom. Minumannya juga oke. Datang di subuh jam 5.00.","2025-08-19T22:20:29.147Z","0","Aries Susanto","164","true",,,"id","9 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT21wbGFGSXRSRTB3VDBkQ1UyNU1USGxXYkVSVWVGRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21wbGFGSXRSRTB3VDBkQ1UyNU1USGxXYkVSVWVGRRAB!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CAIQACodChtycF9oOmplaFItRE0wT0dCU25MTHlWbERUeFE%7C%7C?hl=id","108976591161754991231","https://lh3.googleusercontent.com/a/ACg8ocKmTj74WDaqRqgpCEu1s5pbdFMFIY9-WiSlSGImjM-5xiWxMA=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/108976591161754991231?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","4","Hanya ada di terminal internasional (setelah security clearance) dan tidak ada di domestic terminal. Harusnya ada juga (dan lebih utama) di domestic terminal, karena fore tumbuh dan besar di indonesia. Atau tempatkan dipaling luar shg penumpang domestic dan international bisa menikmati","2025-12-15T04:38:26.557Z","0","Kang Ronny","44","true",,,"id","5 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT25NemVXdHBkVkpIYkZCMVVIQTJPSE0yTUdKNGNWRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25NemVXdHBkVkpIYkZCMVVIQTJPSE0yTUdKNGNWRRAB!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CAIQACodChtycF9oOnMzeWtpdVJHbFB1UHA2OHM2MGJ4cVE%7C%7C?hl=id","101191847632154672684","https://lh3.googleusercontent.com/a-/ALV-UjWIy8GCnJ3KnANzURe5jraH5UwBhJn-sIfQYNvZIrtj3W0lsfs=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/101191847632154672684?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","1","Sebetulnya kopi dan makanannya enak, tapi jujur sy kecewa sebagai pengguna aplikasi baru fore karena pada awalnya tertarik dengan voucher 50% nya. Sy bertanya pada kasir dan dia menyarankan dibantu lewat kasir...
Begitu sy bayar ternyata ga bisa dipakai dong voucher nya... katanya harus pakai aplikasi...","2025-05-12T01:27:47.881Z","0","Rachmat Suwardi","6","true",,,"id","setahun lalu",,"ChdDSUhNMG9nS0VPV0o1NUxHcnJfbW9BRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPV0o1NUxHcnJfbW9BRRAB!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CIHM0ogKEOWJ55LGrr_moAE%7C%7C?hl=id","111849125072553067221","https://lh3.googleusercontent.com/a/ACg8ocI5Ig6nBotYWb7hZcMFtUyPOlr5tMzEwroqTzLW-nroN9A89A=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/111849125072553067221?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","5","Kopinya enak.. *kopi dari tani.. Lebih enak dr stabak 🥰ada smoking roomnya, mantap deh. Staf juga ramah","2025-04-02T07:23:04.568Z","0","R88 Puspa","71","true",,,"id","setahun lalu",,"ChZDSUhNMG9nS0VJQ0FnTUNJM3NMcUNREAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNJM3NMcUNREAE!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CIHM0ogKEICAgMCI3sLqCQ%7C%7C?hl=id","103236241373960279316","https://lh3.googleusercontent.com/a-/ALV-UjV4_VabuS9DX0JqsmWgr18FJRZR-oXZFKeE6ZKGtW86VI0npXNS=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103236241373960279316?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","5","Bang ada barang kami tadi siang sekitar jam 1 sampai 1.25 yaitu tote bag warna biru","2025-10-08T12:46:28.708Z","0","Mario hutagalung","6","false",,,"id","7 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT2tGdE1WcHVSa1pvTVZCSmNIZExSMk41Y2paRE5FRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tGdE1WcHVSa1pvTVZCSmNIZExSMk41Y2paRE5FRRAB!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CAIQACodChtycF9oOkFtMVpuRkZoMVBJcHdLR2N5cjZDNEE%7C%7C?hl=id","109517764455196313429","https://lh3.googleusercontent.com/a/ACg8ocLyKksB2RhJnqa3MpoeTdUuQG2NnpXG92vJpB-ZIx_hjvHRQA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109517764455196313429?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","5","Nongkrong sebelum flight ke malay via batik air terminal 2f internasional","2025-03-01T02:46:33.023Z","0","Yakobus Kristianto","216","true",,,"id","setahun lalu",,"ChZDSUhNMG9nS0VJQ0FnTUNRd05mUUNREAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRd05mUUNREAE!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CIHM0ogKEICAgMCQwNfQCQ%7C%7C?hl=id","103652026903501487777","https://lh3.googleusercontent.com/a-/ALV-UjXR2ArHXZdpaR6DliQ4O8aM6e-QBTgXaVthx5skEsqs3aFvB6jk=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103652026903501487777?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","4","Lantai berapa tidak dicantumkan, capek muter2 gak ketemu, gak jadi beli 🙂‍↔️","2025-08-28T05:25:13.141Z","0","FlipStart PC","3","false",,,"id","9 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT21KaGJubEJMVXBVY1haalVXaHpSVTlVY2pGbFpIYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KaGJubEJMVXBVY1haalVXaHpSVTlVY2pGbFpIYxAB!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CAIQACodChtycF9oOmJhbnlBLUpUcXZjUWhzRU9UcjFlZHc%7C%7C?hl=id","104823059800161061988","https://lh3.googleusercontent.com/a-/ALV-UjVPm8TyxanNM9laNRe_74T5hP89FwiO-LZa6sP1cUV9pnTTs4A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104823059800161061988?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","5","Di DOMESTIK tutup, hanya ada di Intl saja","2026-01-18T00:50:39.730Z","0","Lady","5","false",,,"id","4 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT25ka1drMDBNemMyVXpKb1YzVjVZMDVLYnpKU1lVRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25ka1drMDBNemMyVXpKb1YzVjVZMDVLYnpKU1lVRRAB!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CAIQACodChtycF9oOndkWk00Mzc2UzJoV3V5Y05KbzJSYUE%7C%7C?hl=id","117321132981637201096","https://lh3.googleusercontent.com/a/ACg8ocIOSjbL65A8OCfNwfEFIpIl--DQFoJSwUI-klRMbR26rYMX0A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117321132981637201096?hl=id",,,
"Fore Coffee - Terminal 2F Soekarno-Hatta Airport","5","Kopinya enak dan pelayananya bagus, terimakasih fore","2025-05-17T12:01:06.136Z","0","Dea stw28_","6","false",,,"id","setahun lalu",,"ChZDSUhNMG9nS0VLZS0tZHFWMDVqVEVREAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VLZS0tZHFWMDVqVEVREAE!2m1!1s0x0:0x55e2b824aee8c60c!3m1!1s2@1:CIHM0ogKEKe--dqV05jTEQ%7C%7C?hl=id","114495114156626252176","https://lh3.googleusercontent.com/a-/ALV-UjVK8D1Zp-IN_KvZcAwqED2Y6C8RGMwCtO8twR_2Mya-DT_koaE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114495114156626252176?hl=id",,,
