"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewId","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","Tahu campur macem apa ini,, isi kulit kikil tipis 4 helai mau nipu kog tanggung banget. Parah.","2026-01-27T12:53:24.119Z","0","Bagus Hendra","9","false",,,"id","3 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT25ONGJtRkxSREJUTTNabVRrRXRlbXBRTWtSQ1ZGRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25ONGJtRkxSREJUTTNabVRrRXRlbXBRTWtSQ1ZGRRAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CAIQACodChtycF9oOnN4bmFLRDBTM3ZmTkEtempQMkRCVFE%7C%7C?hl=id","117763812894165553966","https://lh3.googleusercontent.com/a/ACg8ocIQK7bjtOU0-JAqNp0dfiPmOjFXjgntVeboIwKCJVRhtcE_jnQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117763812894165553966?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","Lama bgt restonya, klo org dtg lg nanya jg dicuekin.","2025-07-02T06:16:02.173Z","0","dp","73","true",,,"id","10 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT21GMVJFeFVWR3BqVkVKaVVWUnJVVUYyWmtaMFNuYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GMVJFeFVWR3BqVkVKaVVWUnJVVUYyWmtaMFNuYxAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CAIQACodChtycF9oOmF1RExUVGpjVEJiUVRrUUF2ZkZ0Snc%7C%7C?hl=id","103866248729042554190","https://lh3.googleusercontent.com/a/ACg8ocIwCTKmyxMQjJvQJx-EOjA5_be6P1GSw1Ikpd5yMwn8Vj9OmA=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/103866248729042554190?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","Sulit banget dihubungi, padahal pesan nya blm ada 1 menit. Ga akan beli disini lagi. Resto nya ga komunikatif","2025-05-09T07:15:43.691Z","0","Nunik Anggraini","2","false",,,"id","setahun lalu",,"ChZDSUhNMG9nS0VOM2Rwc1NSZ3QzZUt3EAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOM2Rwc1NSZ3QzZUt3EAE!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CIHM0ogKEN3dpsSRgt3eKw%7C%7C?hl=id","106423572803267316376","https://lh3.googleusercontent.com/a/ACg8ocLcjYGAxk3bO5lmv03LoJaQDc_xw3LYpiV3NEIMdAYdlkDnDg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106423572803267316376?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","Mending gausah pesen makanan disini, sama pemilik tempat makan GAUSAH JUALAN 🔥, kasian driver grabfood nunggu lama 1 jam lebih buat dapetin sup iga, mending beli di resto yg lain yg udah terjamin!!!!! Grab sama gojek kalo bisa blacklist nih resto! Kasian driver!!!","2023-04-24T12:17:55.563Z","1","Indah P","51","true",,,"id","3 tahun lalu",,"ChdDSUhNMG9nS0VJQ0FnSURSNXBHQWxnRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSNXBHQWxnRRAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CIHM0ogKEICAgIDR5pGAlgE%7C%7C?hl=id","101588337146373392565","https://lh3.googleusercontent.com/a-/ALV-UjVHYfIAfNZLnHsAkHkmKe5ZXKI2poUer_c20uk266cDBq-GCwgF=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/101588337146373392565?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","Tumis buncis harga 22rb","2022-12-10T04:27:52.309Z","0","Mel","29","true",,,"id","3 tahun lalu",,"ChZDSUhNMG9nS0VJQ0FnSUQtNi12ME1nEAE","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtNi12ME1nEAE!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CIHM0ogKEICAgID-6-v0Mg%7C%7C?hl=id","101768854942630490919","https://lh3.googleusercontent.com/a-/ALV-UjWYZ-sG8rgAQl0m5h_fQvK6JepoFeflBerPjGF4z61FWW3bzk37=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/101768854942630490919?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","Dagingnya gak enak udah berasa asem,tidak fress...kaya daging udah lama","2023-01-12T15:36:18.539Z","1","Rasya Athayar","44","true",,,"id","3 tahun lalu",,"ChdDSUhNMG9nS0VJQ0FnSURCMU5PWTdnRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCMU5PWTdnRRAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CIHM0ogKEICAgIDB1NOY7gE%7C%7C?hl=id","107233846791393347552","https://lh3.googleusercontent.com/a-/ALV-UjWYq5pqJEIvrhraABXaehxiLjuYwhzUwv__ToaztngyL3_yvmk=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/107233846791393347552?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","lama bangt ni resto","2026-04-30T05:27:43.944Z","0","Daniel Niel","6","false",,,"id","2 minggu lalu",,"Ci9DQUlRQUNvZENodHljRjlvT21aTlkwc3lNbFoxWDA1VUxYTlRSalJIVHkxdlRYYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21aTlkwc3lNbFoxWDA1VUxYTlRSalJIVHkxdlRYYxAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CAIQACodChtycF9oOmZNY0syMlZ1X05ULXNTRjRHTy1vTXc%7C%7C?hl=id","115490766048085357909","https://lh3.googleusercontent.com/a-/ALV-UjUQ7NFkeWPunsbUbCpP2i4pGzSp9-ZsIGXrq0QKuh0frBk7-cWP=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115490766048085357909?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1","Lama banget,juga cuek restonya...ampun dah,cukup sekali ini aja kemari","2026-04-19T05:50:13.314Z","0","Joko Supriyono","5","false",,,"id","3 minggu lalu",,"Ci9DQUlRQUNvZENodHljRjlvT20xVE1tNUNWbkZqV0hkcmFubGFNRVp2TFc5aFJYYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xVE1tNUNWbkZqV0hkcmFubGFNRVp2TFc5aFJYYxAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CAIQACodChtycF9oOm1TMm5CVnFjWHdranlaMEZvLW9hRXc%7C%7C?hl=id","116823008809275515872","https://lh3.googleusercontent.com/a-/ALV-UjXTBDA0tWfWIh7y1n2AHlF47JVbdGxj4BZrnNCpIEV2Qa6tTs8=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116823008809275515872?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1",,"2024-08-29T12:29:18.713Z","0","Dafa Alfaridzi","21","true",,,,"setahun lalu",,"ChdDSUhNMG9nS0VJQ0FnSUQ3NTlxbjdBRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ3NTlxbjdBRRAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CIHM0ogKEICAgID759qn7AE%7C%7C?hl=id","111043626528913490197","https://lh3.googleusercontent.com/a/ACg8ocLBFbEQJTI2E9B-i3QpjLTAmy42KAu6VeNHrXgbcK4FhoXHdA=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/111043626528913490197?hl=id",,,
"Depot Pak De ""Khas Jawa Timur"" Musyawarah","1",,"2025-10-15T12:13:17.448Z","0","Sarah Santi Citra N","12","false",,,,"6 bulan lalu",,"Ci9DQUlRQUNvZENodHljRjlvT21oUVVrSm5RamxMYkZOTFlqTkhXVGRvZWtSNVlXYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21oUVVrSm5RamxMYkZOTFlqTkhXVGRvZWtSNVlXYxAB!2m1!1s0x0:0x446f096aa4eafc1!3m1!1s2@1:CAIQACodChtycF9oOmhQUkJnQjlLbFNLYjNHWTdoekR5YWc%7C%7C?hl=id","104385916455565384996","https://lh3.googleusercontent.com/a/ACg8ocK2CY2YE0AkXo34vuoZpjx2nVCcJjEceSgMEwx1zGMWAeLGFg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104385916455565384996?hl=id",,,
